onset	duration
0.847	1
6.348	1
13.348	1
18.349	1
22.349	1
26.349	1
32.349	1
37.85	1
41.85	1
48.851	1
53.851	1
58.351	1
62.351	1
69.352	1
74.852	1
78.853	1
82.353	1
86.853	1
90.853	1
94.354	1
101.854	1
108.855	1
112.855	1
116.855	1
123.856	1
130.856	1
134.856	1
140.357	1
144.357	1
148.357	1
153.358	1
157.858	1
164.358	1
168.859	1
174.359	1
179.859	1
183.86	1
190.86	1
197.861	1
203.361	1
207.361	1
212.862	1
216.862	1
221.862	1
226.363	1
233.363	1
238.864	1
244.364	1
250.864	1
255.364	1
260.365	1
266.365	1
269.866	1
277.366	1
281.366	1
288.367	1
293.867	1
297.867	1
304.868	1
308.868	1
348.371	1
355.371	1
359.372	1
365.872	1
371.872	1
376.873	1
381.373	1
387.874	1
393.874	1
400.874	1
404.375	1
408.875	1
412.875	1
418.376	1
423.876	1
427.876	1
433.377	1
440.377	1
443.877	1
448.377	1
452.378	1
459.378	1
466.379	1
469.879	1
475.879	1
479.88	1
486.88	1
492.381	1
496.381	1
503.381	1
506.882	1
512.382	1
516.882	1
520.882	1
527.883	1
533.383	1
538.884	1
544.384	1
548.384	1
552.385	1
555.885	1
560.385	1
564.385	1
571.386	1
575.386	1
579.386	1
583.387	1
587.387	1
590.887	1
594.888	1
599.388	1
606.388	1
610.389	1
615.889	1
621.389	1
625.39	1
628.89	1
633.39	1
640.391	1
647.391	1
