onset	duration
0.846	1
6.346	1
10.346	1
17.347	1
23.847	1
31.348	1
37.848	1
42.348	1
47.349	1
52.849	1
58.85	1
62.85	1
67.85	1
71.85	1
77.351	1
84.851	1
88.852	1
92.852	1
99.352	1
106.853	1
112.353	1
115.853	1
120.354	1
124.354	1
129.854	1
133.855	1
140.855	1
147.356	1
151.856	1
157.356	1
162.857	1
166.857	1
173.857	1
177.858	1
181.858	1
185.858	1
191.358	1
195.359	1
199.359	1
203.359	1
207.36	1
211.36	1
218.36	1
222.361	1
227.861	1
233.361	1
237.362	1
242.862	1
246.863	1
253.363	1
257.863	1
263.363	1
267.364	1
271.364	1
275.364	1
279.364	1
283.365	1
286.865	1
291.365	1
295.365	1
332.868	1
338.868	1
345.869	1
349.869	1
353.869	1
360.87	1
364.37	1
368.87	1
372.871	1
376.871	1
380.871	1
386.371	1
391.373	1
396.872	1
401.372	1
405.373	1
412.373	1
419.374	1
426.374	1
430.374	1
434.375	1
438.375	1
442.375	1
447.876	1
453.376	1
458.876	1
462.377	1
466.877	1
472.377	1
476.378	1
480.378	1
484.378	1
491.379	1
498.379	1
501.88	1
505.88	1
511.88	1
517.38	1
521.38	1
525.381	1
529.381	1
533.381	1
536.882	1
544.382	1
551.383	1
555.383	1
562.383	1
568.884	1
576.384	1
581.885	1
585.385	1
592.886	1
596.386	1
600.886	1
606.386	1
613.387	1
617.387	1
620.887	1
625.388	1
629.388	1
