onset	duration
0.854	1
4.855	1
8.355	1
12.355	1
16.355	1
23.856	1
27.856	1
31.856	1
35.857	1
41.357	1
48.357	1
53.858	1
59.358	1
63.358	1
68.859	1
72.859	1
76.359	1
80.86	1
86.36	1
90.36	1
94.361	1
98.361	1
103.361	1
107.861	1
111.862	1
117.362	1
121.362	1
128.363	1
133.363	1
140.864	1
144.364	1
150.364	1
154.365	1
158.365	1
162.365	1
169.366	1
172.866	1
178.866	1
183.867	1
189.867	1
196.367	1
203.868	1
207.868	1
213.369	1
217.369	1
222.869	1
228.37	1
233.87	1
237.87	1
241.871	1
245.871	1
252.871	1
256.872	1
263.872	1
270.872	1
276.373	1
280.373	1
284.373	1
287.874	1
294.874	1
332.877	1
339.877	1
345.878	1
349.877	1
355.378	1
362.379	1
366.379	1
370.379	1
375.38	1
382.88	1
388.38	1
392.381	1
396.381	1
400.381	1
404.381	1
408.382	1
415.382	1
419.382	1
423.383	1
427.383	1
431.383	1
434.883	1
442.384	1
447.384	1
452.885	1
460.385	1
464.385	1
468.386	1
473.886	1
480.887	1
485.887	1
490.387	1
494.387	1
498.388	1
503.888	1
507.388	1
511.389	1
515.889	1
521.389	1
525.389	1
529.39	1
534.89	1
538.89	1
544.391	1
549.392	1
556.392	1
560.892	1
566.392	1
571.893	1
578.893	1
582.893	1
588.394	1
592.394	1
599.395	1
604.895	1
608.895	1
612.895	1
616.896	1
623.896	1
630.397	1
