onset	duration
0.848	1
4.848	1
8.848	1
12.349	1
16.849	1
20.849	1
26.349	1
33.35	1
38.85	1
42.851	1
46.351	1
51.851	1
55.851	1
63.352	1
68.352	1
72.853	1
79.853	1
85.353	1
92.354	1
99.354	1
104.855	1
108.855	1
113.855	1
118.356	1
122.356	1
126.356	1
130.356	1
137.357	1
142.857	1
149.858	1
156.358	1
161.859	1
169.359	1
172.859	1
177.359	1
181.36	1
185.36	1
189.36	1
193.361	1
198.861	1
205.862	1
209.862	1
216.862	1
220.863	1
224.863	1
228.863	1
232.863	1
236.363	1
240.864	1
244.364	1
250.365	1
257.365	1
264.366	1
267.866	1
273.866	1
280.866	1
284.867	1
290.367	1
295.867	1
301.368	1
339.37	1
343.371	1
348.871	1
352.871	1
359.872	1
363.872	1
369.372	1
373.373	1
378.373	1
383.873	1
391.374	1
398.375	1
402.375	1
406.375	1
411.875	1
415.876	1
422.876	1
426.876	1
431.877	1
439.377	1
444.878	1
451.878	1
458.879	1
462.879	1
469.879	1
476.38	1
482.38	1
487.881	1
491.881	1
495.881	1
501.381	1
508.382	1
512.382	1
517.383	1
521.883	1
525.883	1
529.883	1
533.884	1
540.384	1
547.885	1
551.885	1
558.385	1
562.386	1
566.886	1
572.386	1
579.387	1
586.387	1
591.388	1
595.888	1
601.388	1
605.389	1
609.389	1
613.389	1
618.889	1
623.89	1
629.39	1
633.89	1
640.391	1
644.891	1
651.892	1
