onset	duration
0.851	1
4.851	1
8.852	1
14.352	1
21.352	1
25.353	1
29.353	1
36.354	1
40.354	1
45.854	1
52.355	1
58.355	1
62.355	1
66.355	1
71.356	1
75.356	1
80.857	1
88.357	1
92.357	1
96.358	1
101.358	1
107.358	1
111.359	1
115.359	1
119.359	1
123.359	1
127.36	1
131.36	1
138.36	1
142.361	1
149.361	1
155.862	1
161.862	1
165.362	1
169.363	1
173.863	1
179.363	1
184.864	1
188.864	1
195.364	1
199.865	1
203.865	1
207.865	1
211.365	1
215.866	1
219.866	1
224.866	1
229.367	1
233.367	1
237.367	1
242.867	1
249.868	1
256.868	1
260.369	1
266.369	1
273.37	1
277.37	1
282.87	1
288.371	1
293.871	1
334.874	1
340.374	1
345.874	1
352.875	1
356.875	1
361.876	1
367.876	1
374.876	1
378.877	1
384.377	1
391.378	1
394.878	1
400.878	1
404.378	1
410.379	1
414.379	1
418.379	1
423.38	1
427.88	1
433.38	1
438.381	1
444.381	1
448.381	1
453.882	1
459.382	1
463.382	1
468.883	1
474.383	1
480.884	1
485.384	1
492.384	1
495.885	1
500.385	1
505.885	1
509.386	1
513.886	1
517.886	1
523.386	1
527.387	1
532.887	1
538.387	1
542.388	1
546.388	1
551.888	1
555.889	1
559.889	1
563.389	1
567.889	1
574.39	1
581.89	1
585.891	1
591.391	1
595.391	1
600.892	1
604.892	1
608.892	1
613.893	1
618.393	1
622.393	1
628.894	1
	
