onset	duration
0.852	1
4.852	1
8.853	1
12.353	1
18.353	1
23.354	1
29.354	1
36.355	1
39.855	1
43.855	1
48.355	1
53.856	1
57.856	1
61.856	1
66.857	1
71.357	1
75.357	1
82.358	1
89.358	1
94.359	1
100.359	1
105.359	1
111.36	1
118.36	1
125.361	1
129.361	1
134.361	1
138.861	1
142.862	1
149.862	1
154.862	1
160.863	1
166.363	1
173.364	1
178.864	1
182.865	1
188.365	1
195.365	1
199.366	1
203.366	1
207.366	1
212.867	1
219.867	1
225.367	1
229.368	1
233.368	1
236.868	1
242.869	1
248.369	1
255.369	1
260.37	1
264.87	1
268.87	1
272.871	1
278.372	1
285.371	1
289.372	1
292.872	1
298.872	1
302.873	1
340.875	1
347.876	1
352.876	1
357.376	1
364.377	1
368.377	1
372.377	1
376.378	1
379.878	1
387.378	1
391.379	1
398.379	1
403.879	1
409.38	1
414.88	1
421.88	1
425.881	1
429.881	1
436.882	1
442.382	1
446.382	1
453.383	1
458.383	1
465.884	1
469.884	1
476.884	1
482.385	1
487.385	1
491.885	1
496.886	1
501.386	1
504.886	1
509.387	1
514.887	1
519.887	1
527.388	1
532.888	1
538.389	1
541.889	1
549.389	1
556.39	1
559.89	1
564.39	1
568.39	1
575.391	1
580.891	1
586.392	1
593.392	1
597.393	1
601.393	1
605.393	1
609.393	1
616.394	1
623.394	1
628.395	1
632.895	1
636.895	1
643.396	1
647.896	1
652.896	1
