onset	duration
0.354	1
4.854	1
10.354	1
15.855	1
19.855	1
23.855	1
29.356	1
33.356	1
38.856	1
45.857	1
52.857	1
59.858	1
65.358	1
70.858	1
74.359	1
79.859	1
84.359	1
87.86	1
92.36	1
97.86	1
104.861	1
111.861	1
115.861	1
119.862	1
126.862	1
130.862	1
137.863	1
144.863	1
151.864	1
155.864	1
159.864	1
163.365	1
169.365	1
173.365	1
177.366	1
182.366	1
188.366	1
195.367	1
199.367	1
202.867	1
207.368	1
211.368	1
215.368	1
218.868	1
223.369	1
227.369	1
231.369	1
237.87	1
241.87	1
246.37	1
249.871	1
255.871	1
261.371	1
266.872	1
272.372	1
277.872	1
282.873	1
288.873	1
292.873	1
298.374	1
337.876	1
341.877	1
347.377	1
351.377	1
355.378	1
359.378	1
362.878	1
367.378	1
374.379	1
379.879	1
383.88	1
390.88	1
394.38	1
398.38	1
405.881	1
409.381	1
413.881	1
417.882	1
423.382	1
427.382	1
432.383	1
436.883	1
443.883	1
447.884	1
453.384	1
457.384	1
461.385	1
466.385	1
470.885	1
476.386	1
483.386	1
490.387	1
494.387	1
499.887	1
503.887	1
507.388	1
513.388	1
517.388	1
520.889	1
524.889	1
530.889	1
534.89	1
541.89	1
548.891	1
552.891	1
556.391	1
560.891	1
567.392	1
574.892	1
580.393	1
587.393	1
591.393	1
594.894	1
602.394	1
606.394	1
610.395	1
617.395	1
622.896	1
628.396	1
632.396	1
