onset	duration
0.854	1
4.854	1
11.854	1
15.855	1
19.355	1
25.356	1
29.356	1
32.856	1
37.356	1
41.356	1
46.857	1
50.857	1
56.358	1
61.358	1
68.859	1
75.859	1
81.359	1
86.86	1
92.36	1
98.86	1
103.361	1
110.361	1
115.362	1
121.362	1
125.362	1
129.363	1
133.363	1
138.863	1
142.863	1
146.864	1
150.864	1
154.864	1
158.865	1
162.865	1
167.865	1
173.866	1
177.866	1
181.366	1
185.866	1
189.867	1
195.367	1
200.867	1
204.368	1
210.368	1
217.369	1
223.869	1
228.369	1
231.87	1
237.37	1
241.87	1
245.871	1
249.871	1
255.371	1
262.372	1
268.872	1
274.873	1
278.873	1
282.873	1
286.873	1
290.874	1
328.376	1
333.877	1
341.377	1
345.377	1
350.378	1
357.378	1
361.878	1
366.879	1
371.379	1
376.879	1
380.88	1
384.88	1
388.38	1
394.381	1
398.381	1
402.381	1
406.381	1
411.882	1
415.882	1
420.882	1
428.383	1
432.383	1
436.383	1
443.384	1
447.384	1
451.384	1
455.385	1
460.885	1
464.385	1
470.386	1
474.386	1
477.886	1
481.887	1
487.887	1
494.887	1
498.888	1
502.888	1
509.888	1
513.889	1
517.889	1
523.389	1
527.39	1
531.39	1
536.39	1
543.891	1
547.891	1
551.891	1
557.391	1
561.392	1
566.892	1
570.892	1
574.893	1
578.893	1
584.393	1
589.894	1
593.894	1
598.894	1
604.895	1
610.395	1
617.396	1
