onset	duration
0.845	1
4.846	1
8.846	1
15.846	1
19.847	1
23.347	1
29.347	1
32.848	1
38.848	1
45.848	1
49.349	1
55.349	1
59.349	1
64.35	1
71.85	1
75.85	1
79.851	1
85.351	1
89.351	1
92.852	1
97.352	1
101.352	1
105.352	1
112.353	1
119.353	1
123.354	1
127.354	1
133.854	1
139.855	1
146.355	1
150.855	1
157.856	1
161.856	1
167.357	1
171.357	1
176.357	1
182.358	1
186.358	1
193.358	1
200.359	1
204.359	1
208.359	1
215.36	1
220.36	1
224.86	1
230.361	1
234.361	1
238.361	1
243.362	1
249.362	1
254.862	1
261.863	1
267.363	1
270.864	1
275.364	1
280.364	1
286.365	1
291.865	1
295.865	1
302.866	1
340.868	1
344.369	1
348.869	1
352.869	1
359.87	1
364.87	1
368.87	1
376.371	1
380.371	1
384.371	1
388.371	1
395.372	1
402.372	1
406.373	1
411.873	1
415.873	1
421.374	1
425.374	1
428.874	1
432.874	1
440.375	1
446.875	1
452.876	1
456.876	1
460.876	1
467.877	1
471.877	1
477.377	1
482.878	1
486.878	1
490.878	1
496.379	1
502.879	1
508.88	1
512.38	1
516.38	1
520.38	1
524.88	1
528.881	1
534.381	1
538.381	1
545.382	1
550.882	1
554.882	1
561.883	1
565.883	1
572.884	1
576.884	1
582.384	1
588.885	1
593.385	1
598.885	1
602.886	1
606.886	1
612.386	1
618.887	1
623.387	1
627.387	1
631.388	1
636.888	1
