onset	duration
0.856	1
4.857	1
8.357	1
12.857	1
18.358	1
22.358	1
29.358	1
32.859	1
37.359	1
42.859	1
47.86	1
55.36	1
59.36	1
64.861	1
71.361	1
77.361	1
82.862	1
89.862	1
93.863	1
97.863	1
101.363	1
107.363	1
112.864	1
119.864	1
123.865	1
127.365	1
134.865	1
140.366	1
145.866	1
152.366	1
156.867	1
160.867	1
167.367	1
171.868	1
178.868	1
182.869	1
186.869	1
190.869	1
194.869	1
198.87	1
205.87	1
209.37	1
216.871	1
220.871	1
226.371	1
232.872	1
239.872	1
244.373	1
251.373	1
256.874	1
260.874	1
267.874	1
274.875	1
280.375	1
284.375	1
289.876	1
293.376	1
297.876	1
301.877	1
307.377	1
344.879	1
352.38	1
356.38	1
360.38	1
366.881	1
374.381	1
378.382	1
382.382	1
387.882	1
393.383	1
398.883	1
402.883	1
408.384	1
412.384	1
418.884	1
424.885	1
431.885	1
437.386	1
442.386	1
447.886	1
453.887	1
457.387	1
462.887	1
467.388	1
474.388	1
478.388	1
482.389	1
489.389	1
493.39	1
500.39	1
504.39	1
510.891	1
518.391	1
525.392	1
530.892	1
534.892	1
538.893	1
542.893	1
546.893	1
553.894	1
557.894	1
561.394	1
565.894	1
570.895	1
575.395	1
579.395	1
582.896	1
588.896	1
592.896	1
599.897	1
604.897	1
610.898	1
614.898	1
620.398	1
624.398	1
629.899	1
636.899	1
643.9	1
647.9	1
651.9	1
