onset	duration
0.856	1
7.356	1
11.358	1
15.857	1
21.357	1
25.358	1
29.358	1
34.858	1
40.359	1
47.359	1
53.86	1
57.86	1
61.86	1
67.861	1
74.861	1
80.361	1
85.862	1
89.862	1
93.362	1
100.363	1
104.863	1
111.864	1
115.864	1
121.364	1
128.365	1
133.865	1
140.866	1
146.366	1
150.366	1
154.366	1
158.367	1
165.367	1
170.868	1
174.868	1
179.868	1
184.368	1
191.369	1
196.869	1
200.37	1
207.87	1
214.871	1
218.871	1
222.371	1
229.872	1
235.372	1
239.372	1
242.872	1
247.373	1
253.873	1
258.373	1
265.374	1
269.374	1
273.374	1
280.375	1
287.375	1
294.376	1
298.376	1
302.376	1
306.377	1
313.377	1
351.38	1
358.38	1
365.381	1
369.381	1
374.881	1
378.882	1
382.882	1
388.382	1
392.382	1
396.383	1
400.383	1
404.383	1
407.884	1
413.884	1
417.884	1
423.385	1
427.385	1
431.385	1
436.885	1
443.886	1
447.886	1
454.887	1
458.887	1
462.887	1
469.388	1
476.388	1
480.888	1
487.389	1
494.889	1
498.89	1
504.39	1
508.39	1
512.391	1
515.891	1
521.391	1
525.391	1
529.892	1
533.892	1
537.892	1
541.893	1
548.893	1
554.393	1
561.394	1
565.394	1
569.394	1
572.895	1
578.896	1
585.896	1
589.896	1
595.396	1
599.396	1
605.897	1
610.397	1
616.898	1
622.898	1
629.899	1
633.399	1
640.899	1
644.9	1
651.4	1
