onset	duration
0.85	1
4.85	1
11.35	1
17.351	1
21.351	1
27.851	1
32.352	1
36.352	1
40.352	1
45.853	1
49.853	1
53.853	1
57.853	1
61.354	1
68.854	1
74.355	1
77.855	1
83.355	1
90.856	1
94.856	1
100.356	1
103.857	1
109.357	1
113.857	1
117.358	1
124.858	1
128.858	1
132.859	1
136.359	1
142.359	1
149.36	1
154.86	1
159.86	1
164.361	1
169.861	1
175.361	1
180.862	1
186.362	1
190.362	1
197.363	1
201.363	1
207.864	1
212.364	1
216.364	1
220.364	1
227.365	1
234.365	1
238.366	1
243.866	1
249.366	1
256.367	1
261.867	1
265.868	1
269.868	1
275.368	1
280.369	1
284.869	1
290.369	1
294.369	1
298.37	1
337.872	1
344.873	1
348.873	1
352.873	1
356.374	1
361.874	1
369.375	1
375.875	1
383.375	1
387.376	1
391.376	1
396.876	1
400.877	1
404.877	1
408.877	1
414.378	1
418.378	1
423.878	1
430.879	1
434.879	1
438.879	1
442.88	1
446.88	1
453.38	1
460.881	1
464.881	1
468.881	1
472.882	1
478.382	1
482.382	1
487.383	1
493.383	1
500.383	1
507.384	1
514.384	1
519.885	1
525.385	1
528.885	1
534.886	1
540.386	1
547.387	1
551.387	1
554.887	1
559.387	1
564.888	1
568.888	1
573.888	1
578.389	1
582.389	1
587.389	1
592.89	1
597.39	1
602.89	1
608.391	1
613.391	1
617.891	1
624.892	1
629.892	1
634.392	1
639.893	1
