onset	duration
0.852	1
6.352	1
11.852	1
15.853	1
21.353	1
25.353	1
30.354	1
35.854	1
43.354	1
47.355	1
52.855	1
56.855	1
62.356	1
67.856	1
74.857	1
78.857	1
82.357	1
88.357	1
94.858	1
100.858	1
106.359	1
111.859	1
118.359	1
122.86	1
129.86	1
135.361	1
142.361	1
147.361	1
153.362	1
156.862	1
164.363	1
169.863	1
173.863	1
177.863	1
183.364	1
188.864	1
192.865	1
199.865	1
206.365	1
212.366	1
217.866	1
221.866	1
226.867	1
231.367	1
235.367	1
239.368	1
246.368	1
253.369	1
257.369	1
260.869	1
265.37	1
269.371	1
273.37	1
276.87	1
282.871	1
288.371	1
291.871	1
296.372	1
301.872	1
305.872	1
346.375	1
352.375	1
357.876	1
361.876	1
365.876	1
371.377	1
378.377	1
384.878	1
392.378	1
397.379	1
401.879	1
405.879	1
409.879	1
416.88	1
420.88	1
426.381	1
433.381	1
438.881	1
445.882	1
449.882	1
456.383	1
460.883	1
464.883	1
468.883	1
472.884	1
476.884	1
480.884	1
485.885	1
490.385	1
497.385	1
501.386	1
506.886	1
512.386	1
515.887	1
521.887	1
528.887	1
532.388	1
539.888	1
546.889	1
550.889	1
554.889	1
560.39	1
565.89	1
571.39	1
574.891	1
580.891	1
584.391	1
590.392	1
594.392	1
598.392	1
601.892	1
607.393	1
611.893	1
617.393	1
621.394	1
626.894	1
632.395	1
637.895	1
641.895	1
645.395	1
