onset	duration
0.849	1
5.849	1
13.35	1
18.35	1
24.351	1
31.351	1
35.351	1
40.852	1
47.852	1
51.352	1
55.353	1
59.853	1
63.853	1
69.354	1
73.354	1
80.354	1
85.855	1
92.856	1
96.856	1
100.856	1
107.856	1
113.357	1
116.857	1
122.857	1
126.858	1
130.858	1
134.858	1
140.358	1
143.859	1
148.359	1
153.859	1
160.86	1
166.36	1
169.86	1
175.861	1
179.361	1
185.361	1
190.862	1
194.362	1
198.862	1
202.863	1
206.863	1
210.863	1
217.864	1
221.864	1
225.864	1
229.865	1
236.865	1
242.365	1
246.366	1
249.866	1
255.866	1
262.367	1
266.867	1
272.367	1
276.368	1
281.368	1
288.868	1
292.869	1
296.869	1
336.372	1
339.872	1
344.372	1
348.373	1
352.373	1
359.373	1
366.374	1
371.874	1
376.874	1
381.375	1
385.375	1
388.875	1
392.875	1
396.876	1
402.876	1
406.876	1
410.877	1
414.877	1
419.877	1
424.378	1
430.878	1
434.878	1
441.879	1
446.379	1
450.379	1
454.38	1
461.38	1
465.38	1
470.881	1
477.381	1
484.882	1
490.382	1
494.382	1
499.883	1
505.383	1
510.884	1
514.384	1
518.884	1
522.884	1
528.385	1
532.385	1
536.385	1
540.386	1
544.386	1
548.386	1
552.386	1
559.387	1
564.887	1
568.887	1
572.388	1
576.888	1
580.888	1
586.389	1
590.389	1
597.389	1
604.39	1
611.39	1
618.391	1
622.391	1
626.391	1
