onset	duration
0.353	1
4.853	1
10.353	1
13.854	1
18.354	1
21.854	1
25.855	1
30.355	1
37.355	1
41.356	1
46.356	1
52.356	1
56.357	1
60.357	1
67.357	1
71.358	1
76.858	1
80.858	1
84.859	1
88.859	1
92.859	1
96.859	1
102.36	1
107.86	1
113.36	1
119.861	1
125.361	1
129.862	1
133.862	1
137.862	1
141.862	1
145.863	1
149.863	1
155.363	1
162.364	1
169.364	1
173.365	1
178.365	1
182.865	1
189.866	1
196.866	1
200.366	1
204.867	1
208.367	1
212.867	1
219.868	1
225.368	1
229.368	1
236.369	1
240.369	1
244.369	1
249.87	1
253.37	1
260.87	1
267.871	1
273.371	1
277.372	1
281.372	1
286.872	1
291.873	1
331.875	1
338.376	1
344.376	1
348.376	1
355.377	1
359.377	1
363.377	1
366.878	1
371.378	1
374.878	1
382.379	1
385.879	1
390.379	1
394.379	1
398.38	1
403.38	1
408.881	1
413.381	1
418.881	1
425.882	1
430.882	1
435.382	1
440.883	1
446.383	1
451.883	1
457.384	1
460.884	1
467.884	1
472.385	1
476.385	1
483.386	1
488.886	1
492.886	1
499.887	1
506.387	1
512.387	1
516.388	1
521.888	1
526.888	1
531.389	1
535.389	1
540.889	1
544.89	1
548.39	1
552.89	1
556.89	1
560.891	1
564.891	1
568.891	1
575.892	1
579.892	1
583.892	1
587.893	1
594.893	1
598.893	1
604.394	1
608.394	1
612.394	1
616.394	1
620.395	1
