onset	duration
0.843	1
4.844	1
10.344	1
14.344	1
21.345	1
25.345	1
32.345	1
36.346	1
43.346	1
47.347	1
51.347	1
55.347	1
61.848	1
67.848	1
74.848	1
78.849	1
84.349	1
87.85	1
93.85	1
97.85	1
101.85	1
108.851	1
112.351	1
116.851	1
123.852	1
127.852	1
131.852	1
135.353	1
141.353	1
145.353	1
149.354	1
153.354	1
157.354	1
161.354	1
164.855	1
172.355	1
177.856	1
183.356	1
190.356	1
195.857	1
199.857	1
206.357	1
213.858	1
217.858	1
224.859	1
231.859	1
238.86	1
245.86	1
252.361	1
256.361	1
263.861	1
267.862	1
271.862	1
275.862	1
280.863	1
284.863	1
288.863	1
294.363	1
300.364	1
305.864	1
345.367	1
349.367	1
353.368	1
357.368	1
360.868	1
366.368	1
373.369	1
377.369	1
381.869	1
385.87	1
392.37	1
399.371	1
405.371	1
408.871	1
416.372	1
421.872	1
425.872	1
429.873	1
435.373	1
439.373	1
442.874	1
448.874	1
452.874	1
458.374	1
463.875	1
470.875	1
474.876	1
480.376	1
485.877	1
489.877	1
495.377	1
499.377	1
503.377	1
507.378	1
511.378	1
515.378	1
519.379	1
526.379	1
531.88	1
537.38	1
544.38	1
549.881	1
553.881	1
559.381	1
565.882	1
570.382	1
575.882	1
581.383	1
588.383	1
592.383	1
596.384	1
600.384	1
606.884	1
613.885	1
618.385	1
622.386	1
627.886	1
634.886	1
639.887	1
644.387	1
